Gas_node_from ,Gas_node_to   ,distance             ,Cost               ,index_from ,index_to
  321321977.0 , 1015278489.0 ,28931.69499999998    ,3.7777377236333733 ,         1 ,       2
  321321977.0 , 1116387357.0 ,30316.545999999977   ,3.7777377236333733 ,         1 ,       3
  321321977.0 , 1251578450.0 ,36492.907            ,3.7777377236333733 ,         1 ,       4
  321321977.0 , 1457300970.0 ,11363.733            ,3.7777377236333733 ,         1 ,       5
  321321977.0 , 1655496208.0 ,28187.277999999995   ,3.7777377236333733 ,         1 ,       6
  321321977.0 , 1656338355.0 ,18943.188            ,3.7777377236333733 ,         1 ,       7
  321321977.0 , 1656338360.0 ,19236.999            ,3.7777377236333733 ,         1 ,       8
  321321977.0 , 1656471474.0 ,26797.347999999994   ,3.7777377236333733 ,         1 ,       9
  321321977.0 , 1659740673.0 ,16614.711            ,3.7777377236333733 ,         1 ,      10
  321321977.0 , 1660172680.0 ,26597.68100000001    ,3.7777377236333733 ,         1 ,      11
  321321977.0 , 1660172681.0 ,26597.68100000001    ,3.7777377236333733 ,         1 ,      12
  321321977.0 , 1661211984.0 ,19762.673            ,3.7777377236333733 ,         1 ,      13
  321321977.0 , 1661212037.0 ,20551.235            ,3.7777377236333733 ,         1 ,      14
  321321977.0 , 1822482802.0 ,35995.628000000004   ,3.7777377236333733 ,         1 ,      15
  321321977.0 , 1905995371.0 , 8143.243            ,3.7777377236333733 ,         1 ,      16
  321321977.0 , 2126269482.0 , 9388.493            ,3.7777377236333733 ,         1 ,      17
  321321977.0 , 2130147116.0 ,25425.780999999988   ,3.7777377236333733 ,         1 ,      18
  321321977.0 , 2148109205.0 ,31332.177999999996   ,3.7777377236333733 ,         1 ,      19
  321321977.0 , 2158282027.0 ,15673.054999999991   ,3.7777377236333733 ,         1 ,      20
  321321977.0 , 2182234924.0 ,19543.331999999995   ,3.7777377236333733 ,         1 ,      21
  321321977.0 , 2185650595.0 ,17906.921000000002   ,3.7777377236333733 ,         1 ,      22
  321321977.0 , 2262819588.0 , 9978.420999999998   ,3.7777377236333733 ,         1 ,      23
  321321977.0 , 2262819645.0 ,11524.682            ,3.7777377236333733 ,         1 ,      24
  321321977.0 , 2281679063.0 , 3505.28             ,3.7777377236333733 ,         1 ,      25
  321321977.0 , 2326116571.0 ,27604.37099999999    ,3.7777377236333733 ,         1 ,      26
  321321977.0 , 2328718285.0 ,12793.691000000004   ,3.7777377236333733 ,         1 ,      27
  321321977.0 , 2349100171.0 ,29998.805            ,3.7777377236333733 ,         1 ,      28
  321321977.0 , 2349105720.0 ,29318.228999999992   ,3.7777377236333733 ,         1 ,      29
  321321977.0 , 2389985401.0 ,20617.402999999984   ,3.7777377236333733 ,         1 ,      30
  321321977.0 , 2397991787.0 ,19362.454            ,3.7777377236333733 ,         1 ,      31
  321321977.0 , 2405786242.0 , 8067.538999999996   ,3.7777377236333733 ,         1 ,      32
  321321977.0 , 2414211325.0 , 6498.0              ,3.7777377236333733 ,         1 ,      33
  321321977.0 , 2459241165.0 ,38420.861            ,3.7777377236333733 ,         1 ,      34
  321321977.0 , 2482211725.0 ,25201.160999999996   ,3.7777377236333733 ,         1 ,      35
  321321977.0 , 2498134019.0 ,23844.843999999983   ,3.7777377236333733 ,         1 ,      36
  321321977.0 , 2517589608.0 ,32289.996            ,3.7777377236333733 ,         1 ,      37
  321321977.0 , 2556016052.0 ,22453.88699999999    ,3.7777377236333733 ,         1 ,      38
  321321977.0 , 2556134760.0 ,19518.920999999995   ,3.7777377236333733 ,         1 ,      39
  321321977.0 , 2557361144.0 ,43751.92600000001    ,3.7777377236333733 ,         1 ,      40
  321321977.0 , 2557361185.0 ,48155.54699999999    ,3.7777377236333733 ,         1 ,      41
  321321977.0 , 2572020952.0 ,23056.42099999998    ,3.7777377236333733 ,         1 ,      42
  321321977.0 , 2572108688.0 ,27000.39899999999    ,3.7777377236333733 ,         1 ,      43
  321321977.0 , 2590175061.0 ,23245.38             ,3.7777377236333733 ,         1 ,      44
  321321977.0 , 2590196107.0 ,23437.389000000006   ,3.7777377236333733 ,         1 ,      45
  321321977.0 , 2591105719.0 ,19848.697            ,3.7777377236333733 ,         1 ,      46
  321321977.0 , 2591117475.0 ,19695.124            ,3.7777377236333733 ,         1 ,      47
  321321977.0 , 2605749607.0 ,42433.268            ,3.7777377236333733 ,         1 ,      48
  321321977.0 , 2608980168.0 ,20617.402999999984   ,3.7777377236333733 ,         1 ,      49
  321321977.0 , 2610747074.0 ,37410.84199999998    ,3.7777377236333733 ,         1 ,      50
  321321977.0 , 2615312256.0 ,38124.999            ,3.7777377236333733 ,         1 ,      51
  321321977.0 , 2622889995.0 ,10676.718999999996   ,3.7777377236333733 ,         1 ,      52
  321321977.0 , 2624253547.0 ,20028.645999999997   ,3.7777377236333733 ,         1 ,      53
  321321977.0 , 2633368271.0 ,16463.299            ,3.7777377236333733 ,         1 ,      54
  321321977.0 , 2634566017.0 ,20033.959999999992   ,3.7777377236333733 ,         1 ,      55
  321321977.0 , 2643976780.0 ,38472.24799999999    ,3.7777377236333733 ,         1 ,      56
  321321977.0 , 2692926551.0 ,10197.377000000002   ,3.7777377236333733 ,         1 ,      57
  321321977.0 , 2694606478.0 ,13741.823            ,3.7777377236333733 ,         1 ,      58
  321321977.0 , 2713482881.0 ,32260.739            ,3.7777377236333733 ,         1 ,      59
  321321977.0 , 2733156888.0 ,21061.491999999987   ,3.7777377236333733 ,         1 ,      60
  321321977.0 , 2747348986.0 ,30796.502000000008   ,3.7777377236333733 ,         1 ,      61
  321321977.0 , 2747532501.0 ,14228.476            ,3.7777377236333733 ,         1 ,      62
  321321977.0 , 2747535877.0 ,14385.451            ,3.7777377236333733 ,         1 ,      63
  321321977.0 , 2755635607.0 ,35598.72200000001    ,3.7777377236333733 ,         1 ,      64
  321321977.0 , 2802765792.0 ,12825.252999999995   ,3.7777377236333733 ,         1 ,      65
  321321977.0 , 2855745705.0 ,20616.35199999999    ,3.7777377236333733 ,         1 ,      66
  321321977.0 , 2897610374.0 ,14572.663000000002   ,3.7777377236333733 ,         1 ,      67
  321321977.0 , 2960498117.0 ,41082.489000000016   ,3.7777377236333733 ,         1 ,      68
  321321977.0 , 2962238449.0 ,23792.506999999987   ,3.7777377236333733 ,         1 ,      69
  321321977.0 , 2978721465.0 ,10612.036            ,3.7777377236333733 ,         1 ,      70
  321321977.0 , 3040312528.0 ,25201.160999999996   ,3.7777377236333733 ,         1 ,      71
  321321977.0 , 3055555778.0 ,58593.33699999999    ,3.7777377236333733 ,         1 ,      72
  321321977.0 , 3055556190.0 ,58593.33699999999    ,3.7777377236333733 ,         1 ,      73
  321321977.0 , 3055556191.0 ,58593.33699999999    ,3.7777377236333733 ,         1 ,      74
  321321977.0 , 3073057600.0 ,19799.379999999997   ,3.7777377236333733 ,         1 ,      75
  321321977.0 , 3073148517.0 ,17060.634999999995   ,3.7777377236333733 ,         1 ,      76
  321321977.0 , 3091688902.0 ,19120.089000000004   ,3.7777377236333733 ,         1 ,      77
  321321977.0 , 3114183044.0 ,11164.066999999995   ,3.7777377236333733 ,         1 ,      78
  321321977.0 , 3171964766.0 ,17965.380999999994   ,3.7777377236333733 ,         1 ,      79
  321321977.0 , 3174253321.0 ,11339.047            ,3.7777377236333733 ,         1 ,      80
  321321977.0 , 3182204962.0 ,11925.712            ,3.7777377236333733 ,         1 ,      81
  321321977.0 , 3187911439.0 ,10394.65             ,3.7777377236333733 ,         1 ,      82
  321321977.0 , 3201129758.0 ,37683.22699999999    ,3.7777377236333733 ,         1 ,      83
  321321977.0 , 3202586908.0 ,35646.75000000001    ,3.7777377236333733 ,         1 ,      84
  321321977.0 , 3202672875.0 ,33509.614999999976   ,3.7777377236333733 ,         1 ,      85
  321321977.0 , 3225979574.0 ,11284.113999999998   ,3.7777377236333733 ,         1 ,      86
  321321977.0 , 3233833267.0 ,18697.214            ,3.7777377236333733 ,         1 ,      87
  321321977.0 , 3233890925.0 ,16152.240000000002   ,3.7777377236333733 ,         1 ,      88
  321321977.0 , 3233904539.0 ,14674.008999999996   ,3.7777377236333733 ,         1 ,      89
  321321977.0 , 3240514411.0 ,29788.231999999985   ,3.7777377236333733 ,         1 ,      90
  321321977.0 , 3365299968.0 ,41009.87999999998    ,3.7777377236333733 ,         1 ,      91
  321321977.0 , 3373137488.0 ,39475.51900000001    ,3.7777377236333733 ,         1 ,      92
  321321977.0 , 3399307606.0 ,31094.623            ,3.7777377236333733 ,         1 ,      93
  321321977.0 , 3601468920.0 ,14221.938999999997   ,3.7777377236333733 ,         1 ,      94
  321321977.0 , 3656510735.0 ,16273.457999999997   ,3.7777377236333733 ,         1 ,      95
  321321977.0 , 3727070077.0 ,16701.629999999997   ,3.7777377236333733 ,         1 ,      96
  321321977.0 , 3772795333.0 ,31465.691999999992   ,3.7777377236333733 ,         1 ,      97
  321321977.0 , 3790046479.0 , 3461.018            ,3.7777377236333733 ,         1 ,      98
  321321977.0 , 3790046486.0 , 3461.018            ,3.7777377236333733 ,         1 ,      99
  321321977.0 , 3884394989.0 , 1859.952            ,3.7777377236333733 ,         1 ,     100
  321321977.0 , 3889860739.0 ,16276.536000000006   ,3.7777377236333733 ,         1 ,     101
  321321977.0 , 3972840009.0 , 9784.753            ,3.7777377236333733 ,         1 ,     102
  321321977.0 , 4013868977.0 ,11124.625000000002   ,3.7777377236333733 ,         1 ,     103
  321321977.0 , 4013868978.0 ,11124.625000000002   ,3.7777377236333733 ,         1 ,     104
  321321977.0 , 4079489757.0 ,10528.718            ,3.7777377236333733 ,         1 ,     105
  321321977.0 , 4081155733.0 , 8287.685000000001   ,3.7777377236333733 ,         1 ,     106
  321321977.0 , 4173346652.0 ,54036.461            ,3.7777377236333733 ,         1 ,     107
  321321977.0 , 4196777035.0 ,17088.778999999995   ,3.7777377236333733 ,         1 ,     108
  321321977.0 , 4343847726.0 ,15337.395999999995   ,3.7777377236333733 ,         1 ,     109
  321321977.0 , 4351241243.0 ,31642.567000000006   ,3.7777377236333733 ,         1 ,     110
  321321977.0 , 4452508848.0 ,12934.361000000004   ,3.7777377236333733 ,         1 ,     111
  321321977.0 , 4465568132.0 ,15029.639            ,3.7777377236333733 ,         1 ,     112
  321321977.0 , 4516481222.0 ,30495.85399999999    ,3.7777377236333733 ,         1 ,     113
  321321977.0 , 4547196503.0 ,45194.887            ,3.7777377236333733 ,         1 ,     114
  321321977.0 , 4633413154.0 , 9965.496            ,3.7777377236333733 ,         1 ,     115
  321321977.0 , 4706133110.0 ,32710.626            ,3.7777377236333733 ,         1 ,     116
  321321977.0 , 4825953926.0 ,10528.718            ,3.7777377236333733 ,         1 ,     117
  321321977.0 , 4825953927.0 ,10528.718            ,3.7777377236333733 ,         1 ,     118
