Gas_node_from ,Gas_node_to   ,distance             ,Cost               ,index_from ,index_to
  340469022.0 ,  358532219.0 ,17804.954000000005   ,3.3094729159662397 ,         1 ,       2
  340469022.0 ,  436633130.0 ,21025.625999999993   ,3.3094729159662397 ,         1 ,       3
  340469022.0 ,  436638601.0 ,21090.267999999993   ,3.3094729159662397 ,         1 ,       4
  340469022.0 ,  437331347.0 , 4127.406            ,3.3094729159662397 ,         1 ,       5
  340469022.0 ,  530952192.0 ,17403.446            ,3.3094729159662397 ,         1 ,       6
  340469022.0 ,  530952794.0 ,16683.939000000002   ,3.3094729159662397 ,         1 ,       7
  340469022.0 ,  530954513.0 ,14065.850999999997   ,3.3094729159662397 ,         1 ,       8
  340469022.0 ,  530963345.0 ,11542.787999999997   ,3.3094729159662397 ,         1 ,       9
  340469022.0 ,  534447808.0 ,19406.271999999997   ,3.3094729159662397 ,         1 ,      10
  340469022.0 ,  534450403.0 ,18311.14             ,3.3094729159662397 ,         1 ,      11
  340469022.0 ,  858687930.0 , 5176.782            ,3.3094729159662397 ,         1 ,      12
  340469022.0 ,  859708780.0 , 8156.656999999998   ,3.3094729159662397 ,         1 ,      13
  340469022.0 ,  862104465.0 ,11723.305000000002   ,3.3094729159662397 ,         1 ,      14
  340469022.0 ,  862104476.0 ,11761.472000000002   ,3.3094729159662397 ,         1 ,      15
  340469022.0 ,  864883557.0 , 6148.803000000001   ,3.3094729159662397 ,         1 ,      16
  340469022.0 ,  919330532.0 ,25668.903            ,3.3094729159662397 ,         1 ,      17
  340469022.0 ,  919331378.0 ,26859.136999999995   ,3.3094729159662397 ,         1 ,      18
  340469022.0 ,  919339807.0 ,25386.920999999973   ,3.3094729159662397 ,         1 ,      19
  340469022.0 ,  919378095.0 ,30383.654            ,3.3094729159662397 ,         1 ,      20
  340469022.0 , 1236793258.0 ,18762.972000000005   ,3.3094729159662397 ,         1 ,      21
  340469022.0 , 1475511902.0 ,12437.923000000003   ,3.3094729159662397 ,         1 ,      22
  340469022.0 , 1477370200.0 ,11289.553            ,3.3094729159662397 ,         1 ,      23
  340469022.0 , 1477389966.0 ,13675.008000000002   ,3.3094729159662397 ,         1 ,      24
  340469022.0 , 1477389975.0 ,13535.379            ,3.3094729159662397 ,         1 ,      25
  340469022.0 , 1477389976.0 ,13531.195999999998   ,3.3094729159662397 ,         1 ,      26
  340469022.0 , 1477428951.0 ,13252.799            ,3.3094729159662397 ,         1 ,      27
  340469022.0 , 1477428952.0 ,13157.214000000002   ,3.3094729159662397 ,         1 ,      28
  340469022.0 , 1477428964.0 ,15435.850000000004   ,3.3094729159662397 ,         1 ,      29
  340469022.0 , 1477428965.0 ,15499.404000000004   ,3.3094729159662397 ,         1 ,      30
  340469022.0 , 1477428969.0 ,15997.547000000006   ,3.3094729159662397 ,         1 ,      31
  340469022.0 , 1477428971.0 ,17082.941000000006   ,3.3094729159662397 ,         1 ,      32
  340469022.0 , 1479713176.0 , 9673.131000000001   ,3.3094729159662397 ,         1 ,      33
  340469022.0 , 1480681444.0 ,15928.397000000004   ,3.3094729159662397 ,         1 ,      34
  340469022.0 , 1481848680.0 ,27523.892999999996   ,3.3094729159662397 ,         1 ,      35
  340469022.0 , 1483930984.0 ,21422.11799999998    ,3.3094729159662397 ,         1 ,      36
  340469022.0 , 1483931030.0 ,21197.214999999982   ,3.3094729159662397 ,         1 ,      37
  340469022.0 , 1484100619.0 ,13637.340000000004   ,3.3094729159662397 ,         1 ,      38
  340469022.0 , 1484100631.0 ,16524.852000000003   ,3.3094729159662397 ,         1 ,      39
  340469022.0 , 1484100632.0 ,16826.789            ,3.3094729159662397 ,         1 ,      40
  340469022.0 , 1484100636.0 ,17965.329            ,3.3094729159662397 ,         1 ,      41
  340469022.0 , 1484125178.0 ,17899.899999999994   ,3.3094729159662397 ,         1 ,      42
